zpid,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,isUnmappable,isPreforeclosureAuction,priceForHDP,timeOnZillow,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,isShowcaseListing,listing_sub_type.is_FSBA,homeStatusForHDP,datePriceChanged,priceReduction,priceChange,isRentalWithBasePrice,contingentListingType,listing_sub_type.is_accepting_backup_offers,providerListingID,newConstructionType,listing_sub_type.is_newHome,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,unit,listing_sub_type.is_bankOwned,listing_sub_type.is_forAuction,rentalMarketingSubType
61224848,1809 Lowe Dr,95776,Woodland,CA,38.67067,-121.73741,659888.0,1710831600000,3.0,5.0,2884.0,SINGLE_FAMILY,PENDING,-1,False,False,660800.0,3099,False,False,659888.0,182062000.0,True,False,False,USD,USA,526279.0,5663.0,sqft,False,True,,,,,,,,,,,,,,,,,,
94705074,1627 Flores Way,95776,Woodland,CA,38.65378,-121.739235,605000.0,1710486000000,3.0,3.0,2009.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,605100.0,2974,False,False,605000.0,,True,False,False,USD,USA,417094.0,6970.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16517223,985 Bourn Dr,95776,Woodland,CA,38.66485,-121.746864,548000.0,1710313200000,2.0,3.0,1497.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,548300.0,2650,False,False,548000.0,700462000.0,True,False,False,USD,USA,283851.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538152,1391 Parkview Dr,95776,Woodland,CA,38.672813,-121.75735,525000.0,1709884800000,3.0,3.0,1484.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,525500.0,2650,False,False,525000.0,1132462000.0,True,False,False,USD,USA,200006.0,7344.216,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
331205085,1805 Sander St,95776,Woodland,CA,38.64971,-121.74006,640000.0,1709625600000,3.0,4.0,2587.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,640200.0,3350,False,False,640000.0,1391662000.0,True,False,False,USD,USA,626320.0,6604.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
331204862,1721 Brubaker St,95776,Woodland,CA,38.65101,-121.740906,634000.0,1709280000000,4.0,4.0,2216.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,634700.0,3422,False,False,634000.0,1737262000.0,True,False,False,USD,USA,469330.0,4752.396,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006946,1650 Pena Ln,95776,Woodland,CA,38.658985,-121.75747,452500.0,1709193600000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,501200.0,3063,False,False,452500.0,1823662000.0,True,True,False,USD,USA,26077.0,,,False,,RECENTLY_SOLD,1704873600000.0,"$5,000 (Jan 10)",-5000.0,,,,,,,,,,,,,,
339006962,1662 Richie Ln,95776,Woodland,CA,38.658665,-121.75703,445000.0,1709193600000,3.0,4.0,2171.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,529600.0,2995,False,False,445000.0,1823662000.0,True,True,False,USD,USA,23239.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006978,1668 Matmor Rd,95776,Woodland,CA,38.658573,-121.75676,510000.0,1709193600000,3.0,4.0,2185.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,545200.0,2995,False,False,510000.0,1823662000.0,True,True,False,USD,USA,465762.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006979,1664 Matmor Rd,95776,Woodland,CA,38.658684,-121.75676,470000.0,1709193600000,2.5,3.0,2031.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,True,False,528500.0,2895,False,False,2850.0,1823662000.0,True,False,False,USD,USA,457167.0,,,False,,FOR_RENT,,,,False,,,,,,,,,,,,,
114454049,1347 Hadley Dr,95776,Woodland,CA,38.657585,-121.75897,580000.0,1709107200000,2.0,4.0,1943.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,581700.0,2949,False,False,580000.0,1910062000.0,True,False,False,USD,USA,477127.0,5227.2,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006953,1671 Pena Ln,95776,Woodland,CA,38.65844,-121.75723,464500.0,1708934400000,33.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,465800.0,2700,False,False,464500.0,2082862000.0,True,True,False,USD,USA,25575.0,,,False,,RECENTLY_SOLD,1704873600000.0,"$5,000 (Jan 10)",-5000.0,,,,,,,,,,,,,,
339007011,2023 Grady Cir,95776,Woodland,CA,38.645897,-121.74558,503500.0,1708934400000,2.5,3.0,1447.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,505500.0,2949,False,False,2895.0,2082862000.0,True,False,False,USD,USA,52390.0,,,False,,FOR_RENT,,,,False,,,,,,,,,,,,,
339006955,1663 Pena Ln,95776,Woodland,CA,38.658665,-121.757225,450000.0,1708675200000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,451600.0,2986,False,False,450000.0,2342062000.0,True,True,False,USD,USA,23219.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006975,1683 Matmor Rd,95776,Woodland,CA,38.658108,-121.756775,488000.0,1708675200000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,489700.0,2985,False,False,488000.0,2342062000.0,True,False,False,USD,USA,23772.0,2308.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
2070148187,53 Embassy Dr,95776,Woodland,CA,38.665558,-121.75931,165000.0,1708675200000,2.0,2.0,1392.0,MANUFACTURED,RECENTLY_SOLD,-1,False,False,165800.0,636,False,False,165000.0,2342062000.0,True,False,False,USD,USA,,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538599,1365 Elwood St,95776,Woodland,CA,38.66773,-121.757614,453000.0,1708502400000,2.0,3.0,1186.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,True,False,452500.0,2600,False,False,2840.0,2514862000.0,True,False,False,USD,USA,307632.0,,,False,,FOR_RENT,,,,False,,,,,,,,,,,,,
16539092,1443 Gravink Ct,95776,Woodland,CA,38.664223,-121.75474,425000.0,1708502400000,2.0,2.0,927.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,426300.0,2250,False,False,425000.0,2514862000.0,True,False,False,USD,USA,348461.0,4221.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
114454338,1686 Hoffman St,95776,Woodland,CA,38.658527,-121.760925,765000.0,1708502400000,3.0,5.0,2978.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,768500.0,3200,False,False,765000.0,2514862000.0,True,False,False,USD,USA,646472.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
201608831,1620 House Dr,95776,Woodland,CA,38.654587,-121.74658,885000.0,1708416000000,5.0,5.0,3512.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,888600.0,3300,False,False,885000.0,2601262000.0,True,False,False,USD,USA,642782.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006954,1667 Pena Ln,95776,Woodland,CA,38.658558,-121.75723,460000.0,1708416000000,3.0,4.0,2171.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,True,False,461100.0,2995,False,False,2990.0,2601262000.0,True,False,False,USD,USA,23219.0,,,False,,FOR_RENT,1704873600000.0,"$541,000 (Jan 10)",-541000.0,False,,,,,,,,,,,,,
2055076804,135 Leisureville Cir,95776,Woodland,CA,38.664032,-121.758835,155000.0,1708070400000,2.0,3.0,1440.0,MANUFACTURED,RECENTLY_SOLD,-1,False,False,155800.0,591,False,False,155000.0,2946862000.0,True,False,False,USD,USA,,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
2059051329,73 Dual Wide Dr,95776,Woodland,CA,38.66508,-121.760124,179000.0,1707897600000,2.0,2.0,1440.0,MANUFACTURED,RECENTLY_SOLD,-1,False,False,180200.0,683,False,False,179000.0,3119662000.0,True,False,False,USD,USA,,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16529136,1443 Garfield Ct,95776,Woodland,CA,38.661114,-121.75433,417000.0,1707811200000,2.0,3.0,1463.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,431700.0,2800,False,False,417000.0,3206062000.0,True,False,False,USD,USA,225850.0,5793.48,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
334057843,2205 Arroyna Pl,95776,Woodland,CA,38.64393,-121.741264,930000.0,1707465600000,5.0,5.0,3731.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,936900.0,3499,False,False,930000.0,3551662000.0,True,False,False,USD,USA,815826.0,8886.24,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006949,1662 Pena Ln,95776,Woodland,CA,38.658546,-121.7575,465000.0,1707292800000,3.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,468800.0,2800,False,False,465000.0,3724462000.0,True,True,False,USD,USA,26005.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006947,1654 Pena Ln,95776,Woodland,CA,38.658836,-121.75748,445000.0,1707206400000,33.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,448600.0,2700,False,False,445000.0,3810862000.0,True,True,False,USD,USA,26067.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006950,1666 Pena Ln,95776,Woodland,CA,38.658398,-121.757484,450000.0,1706688000000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,453800.0,2900,False,False,450000.0,4329262000.0,True,True,False,USD,USA,25965.0,,,False,,RECENTLY_SOLD,1704873600000.0,"$5,000 (Jan 10)",-5000.0,,,,,,,,,,,,,,
338101205,1661 Goode Dr,95776,Woodland,CA,38.652542,-121.74301,752500.0,1706601600000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,759000.0,3150,False,False,752500.0,4415662000.0,True,False,False,USD,USA,100199.0,9278.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006948,1658 Pena Ln,95776,Woodland,CA,38.65869,-121.75748,538000.0,1706601600000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,542700.0,2900,False,False,538000.0,4415662000.0,True,True,False,USD,USA,26036.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339007010,2019 Grady Cir,95776,Woodland,CA,38.6459,-121.745766,512500.0,1706601600000,2.5,3.0,1668.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,True,False,516900.0,2900,False,False,2950.0,4415662000.0,True,False,False,USD,USA,49964.0,,,False,,FOR_RENT,,,,False,,,,,,,,,,,,,
339007012,2027 Grady Cir,95776,Woodland,CA,38.645893,-121.745384,510000.0,1706601600000,3.0,3.0,1668.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,514400.0,2949,False,False,510000.0,4415662000.0,True,False,False,USD,USA,53360.0,2540.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16517774,1009 Morris Cir,95776,Woodland,CA,38.6641,-121.73262,510000.0,1706256000000,2.0,3.0,1447.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,501800.0,2700,False,False,510000.0,4761262000.0,True,False,False,USD,USA,463553.0,4792.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
334057783,1840 Estrada Dr,95776,Woodland,CA,38.655666,-121.75101,670000.0,1706169600000,3.0,4.0,2443.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,675400.0,3194,False,False,670000.0,,True,False,False,USD,USA,530659.0,4626.072,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
61224808,1724 Farnham Ave,95776,Woodland,CA,38.672604,-121.74263,550000.0,1705910400000,2.0,3.0,1584.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,555600.0,2695,False,False,550000.0,5106862000.0,True,False,False,USD,USA,334179.0,4792.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
94706018,1619 Motta St,95776,Woodland,CA,38.654217,-121.73827,635000.0,1705651200000,4.0,6.0,2712.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,641800.0,3399,False,False,635000.0,5366062000.0,True,False,False,USD,USA,577422.0,6534.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
249657278,1929 Herrera Dr,95776,Woodland,CA,38.657635,-121.7494,585000.0,1705651200000,3.0,3.0,2119.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,591200.0,2900,False,False,585000.0,5366062000.0,True,False,False,USD,USA,573500.0,4295.016,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
334058165,2004 Shafer Pl,95776,Woodland,CA,38.64379,-121.746864,710000.0,1705651200000,3.0,4.0,2119.0,SINGLE_FAMILY,PENDING,-1,False,False,713900.0,3194,False,False,710000.0,5366062000.0,True,False,False,USD,USA,595407.0,6991.38,sqft,False,True,,,,,,ACCEPTING_BACKUPS,True,,,,,,,,,,,
339006951,1670 Pena Ln,95776,Woodland,CA,38.658253,-121.75749,450500.0,1705651200000,3.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,455300.0,2672,False,False,450500.0,5366062000.0,True,True,False,USD,USA,25934.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006973,1688 Matmor Rd,95776,Woodland,CA,38.65792,-121.75678,488000.0,1705478400000,3.0,4.0,2171.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,True,False,493400.0,3194,False,False,2885.0,5538862000.0,True,False,False,USD,USA,23772.0,,,False,,FOR_RENT,,,,False,,,,,,,,,,,,,
16528973,1311 Van Buren Pl,95776,Woodland,CA,38.66046,-121.76049,489500.0,1705392000000,2.0,3.0,1214.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,495000.0,2722,False,False,489500.0,5625262000.0,True,False,False,USD,USA,341041.0,7640.424,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538220,620 Denise Dr,95776,Woodland,CA,38.67281,-121.762985,430000.0,1705392000000,1.0,3.0,1008.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,434100.0,2600,False,False,430000.0,5625262000.0,True,False,False,USD,USA,65382.0,5502.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
334058116,2313 Christiansen Cir,95776,Woodland,CA,38.641674,-121.740234,785000.0,1705392000000,3.0,5.0,3105.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,793800.0,3499,False,False,785000.0,5625262000.0,True,False,False,USD,USA,678088.0,7666.56,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538549,1382 Leo Way,95776,Woodland,CA,38.666595,-121.75697,450000.0,1705046400000,3.0,3.0,1490.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,454600.0,2749,False,False,450000.0,5970862000.0,True,False,False,USD,USA,239442.0,4835.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16539234,1574 Grass Valley Dr,95776,Woodland,CA,38.663933,-121.74786,535000.0,1705046400000,2.0,3.0,1335.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,540500.0,2650,False,False,535000.0,5970862000.0,True,False,False,USD,USA,539967.0,4792.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006976,1676 Matmor Rd,95776,Woodland,CA,38.658245,-121.75677,475000.0,1705046400000,3.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,480600.0,2749,False,False,475000.0,5970862000.0,True,True,False,USD,USA,34897.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
82975758,2170 Armus Pl,95776,Woodland,CA,38.65341,-121.74169,630000.0,1704960000000,3.0,4.0,2632.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,636500.0,3200,False,False,630000.0,6057262000.0,True,False,False,USD,USA,530240.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16537885,1264 Depot St,95776,Woodland,CA,38.676147,-121.76301,194000.0,1704873600000,1.0,2.0,384.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,221300.0,1674,False,False,194000.0,6143662000.0,True,False,False,USD,USA,114444.0,9424.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
338101204,1657 Goode Dr,95776,Woodland,CA,38.652775,-121.74299,735000.0,1704873600000,2.0,3.0,2010.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,744000.0,3010,False,False,735000.0,6143662000.0,True,False,False,USD,USA,97469.0,9016.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006966,1678 Richie Ln,95776,Woodland,CA,38.658203,-121.75704,479000.0,1704873600000,3.0,3.0,1438.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,484900.0,2700,False,False,479000.0,6143662000.0,True,True,False,USD,USA,22655.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16517338,1021 Powers Cir,95776,Woodland,CA,38.663723,-121.74602,550000.0,1704700800000,2.0,3.0,1738.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,556000.0,2800,False,False,550000.0,6316462000.0,True,False,False,USD,USA,391364.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538223,632 Denise Dr,95776,Woodland,CA,38.672356,-121.76299,450000.0,1704700800000,2.0,4.0,1293.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,454900.0,2550,False,False,450000.0,6316462000.0,True,False,False,USD,USA,52775.0,5501.628,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538225,640 Denise Dr,95776,Woodland,CA,38.672054,-121.763,450000.0,1704700800000,1.0,3.0,1008.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,454900.0,2650,False,False,450000.0,6316462000.0,True,False,False,USD,USA,86887.0,5488.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16529187,1450 Coolidge Dr,95776,Woodland,CA,38.66151,-121.754005,540000.0,1704182400000,2.0,3.0,2022.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,547400.0,2895,False,False,540000.0,6834862000.0,True,False,False,USD,USA,328784.0,5410.152,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
338101203,1653 Goode Dr,95776,Woodland,CA,38.652996,-121.74298,749950.0,1703836800000,4.0,4.0,3160.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,760600.0,3499,False,False,749950.0,,True,False,False,USD,USA,95061.0,8807.832,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006967,1682 Richie Ln,95776,Woodland,CA,38.658096,-121.75704,531000.0,1703750400000,3.0,3.0,2031.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,538600.0,2900,False,False,531000.0,7266862000.0,True,True,False,USD,USA,22655.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
111438680,2009 Liberty Dr,95776,Woodland,CA,38.646946,-121.729385,240000.0,1703664000000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,1728,False,False,240000.0,7353262000.0,True,False,False,USD,USA,104666.0,7361.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006974,1684 Matmor Rd,95776,Woodland,CA,38.658,-121.756775,520000.0,1703577600000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,527600.0,2900,False,False,520000.0,7439662000.0,True,True,False,USD,USA,23772.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
249646121,1542 Harry Lorenzo Ave,95776,Woodland,CA,38.657608,-121.747505,580000.0,1702540800000,3.0,3.0,1827.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,589400.0,2949,False,False,580000.0,8476462000.0,True,False,False,USD,USA,521920.0,4421.34,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
122169223,19435 East St,95776,Woodland,CA,38.656002,-121.76518,460000.0,1702368000000,1.0,2.0,,LOT,RECENTLY_SOLD,-1,False,False,,2122,False,False,898000.0,8649262000.0,True,False,False,USD,USA,121746.0,1.57,acres,False,True,FOR_SALE,1709625600000.0,"$91,000 (Mar 5)",-91000.0,,,,,,,,,,,,,,
331204426,44017 County Road 17,95776,Woodland,CA,38.73487,-121.689865,1000000.0,1702368000000,4.0,5.0,2849.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,,3499,False,False,1000000.0,8649262000.0,True,False,False,USD,USA,663068.0,22.0,acres,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
339006965,1674 Richie Ln,95776,Woodland,CA,38.658318,-121.75704,500000.0,1702281600000,3.0,4.0,2013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,508300.0,2900,False,False,500000.0,8735662000.0,True,True,False,USD,USA,25595.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16517425,1633 Craft Dr,95776,Woodland,CA,38.66955,-121.74536,613000.0,1702022400000,3.0,4.0,3081.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,623500.0,3099,False,False,613000.0,8994862000.0,True,False,False,USD,USA,407762.0,6534.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16539228,1565 Grass Valley Dr,95776,Woodland,CA,38.664326,-121.748184,499000.0,1701936000000,2.5,3.0,1666.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,507600.0,2749,False,False,499000.0,9081262000.0,True,False,False,USD,USA,505000.0,4791.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
338101195,1653 Winne Dr,95776,Woodland,CA,38.65306,-121.74393,763679.0,1701936000000,4.0,4.0,3160.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,777100.0,3399,False,False,763679.0,,True,False,False,USD,USA,75072.0,6956.532,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16534793,305 C St,95776,Woodland,CA,38.67897,-121.7618,361965.0,1701763200000,2.0,3.0,1800.0,MULTI_FAMILY,RECENTLY_SOLD,-1,False,False,437300.0,2800,False,False,361965.0,9254062000.0,True,False,False,USD,USA,109588.0,6577.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
61224734,1781 Farnham Ave,95776,Woodland,CA,38.67367,-121.74027,550000.0,1701763200000,3.0,3.0,1949.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,558900.0,2800,False,False,550000.0,9254062000.0,True,False,False,USD,USA,550000.0,5227.2,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
72560290,2200 Promenade Dr,95776,Woodland,CA,38.64468,-121.73178,910000.0,1701676800000,3.0,3.0,3077.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,924900.0,3399,False,False,910000.0,9340462000.0,True,False,False,USD,USA,716204.0,10019.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
72290580,2642 Nicolson Cir,95776,Woodland,CA,38.654045,-121.73234,589000.0,1701331200000,3.0,3.0,2337.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,599000.0,2949,False,False,589000.0,9686062000.0,True,False,False,USD,USA,412392.0,3920.4,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538392,1331 E Gum Ave,95776,Woodland,CA,38.668514,-121.7592,450000.0,1701244800000,2.0,3.0,1041.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,458200.0,2695,False,False,450000.0,9772462000.0,True,False,False,USD,USA,339000.0,6299.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16539132,1551 Squaw Valley Dr,95776,Woodland,CA,38.66627,-121.74874,520000.0,1701244800000,4.0,4.0,2066.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,529500.0,2956,False,False,520000.0,9772462000.0,True,False,False,USD,USA,233539.0,4639.14,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
338101200,1652 Goode Dr,95776,Woodland,CA,38.653053,-121.74355,701000.0,1701244800000,,,,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,713800.0,3099,False,False,701000.0,9772462000.0,True,False,False,USD,USA,76108.0,7013.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16538352,1328 Henderson Way,95776,Woodland,CA,38.67052,-121.76117,625000.0,1701158400000,2.0,3.0,1796.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,626900.0,2800,False,False,625000.0,9858862000.0,True,False,False,USD,USA,460000.0,0.29843893480257117,acres,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
63288087,1856 Gable Dr,95776,Woodland,CA,38.672226,-121.735695,615000.0,1701158400000,3.0,4.0,2290.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,625700.0,2949,False,False,615000.0,9858862000.0,True,False,False,USD,USA,493209.0,5663.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
16517747,887 Farnham Ave,95776,Woodland,CA,38.66904,-121.73407,540000.0,1701072000000,2.0,3.0,1333.0,SINGLE_FAMILY,PENDING,-1,False,False,532100.0,2600,False,False,540000.0,9945262000.0,True,False,False,USD,USA,443251.0,5227.2,sqft,False,True,,,,,,,,,,,,,,,,,,
94704559,2216 Ragen St,95776,Woodland,CA,38.64583,-121.74126,660000.0,1701072000000,3.0,4.0,2559.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,672200.0,3200,False,False,660000.0,9945262000.0,True,False,False,USD,USA,480158.0,,,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
201608701,2212 Promenade Dr,95776,Woodland,CA,38.64399,-121.73187,828000.0,1701072000000,4.0,4.0,2762.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,843300.0,3499,False,False,828000.0,9945262000.0,True,False,False,USD,USA,620139.0,8712.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
338101202,1649 Goode Dr,95776,Woodland,CA,38.65321,-121.74297,730500.0,1701072000000,3.0,3.0,2280.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,744000.0,3300,False,False,730500.0,9945262000.0,True,False,False,USD,USA,88995.0,8232.0,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
241669349,2703 Sweeney Dr,95776,Woodland,CA,38.645256,-121.73119,840000.0,1700640000000,4.0,3.0,2238.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,855900.0,3254,False,False,840000.0,10377262000.0,True,False,False,USD,USA,589655.0,7405.2,sqft,False,,RECENTLY_SOLD,,,,,,,,,,,,,,,,,
